"","BmalevnoBmale","BmalevsfemaleB","BmalevsfemalenoB","BfemalevsnoBfemale","noBmalevsnoBfemale","gene"
"g502",0,0,0,0,0,"g502"
"g5022",0,1,1,0,1,"g5022"
"g5025",0,0,0,0,0,"g5025"
"g5026",0,1,1,0,1,"g5026"
"g5027",0,1,1,0,1,"g5027"
"g5029",0,0,0,0,0,"g5029"
"g503",0,0,0,0,0,"g503"
"g5032",0,-1,-1,0,-1,"g5032"
"g5033",0,-1,0,0,-1,"g5033"
"g5034",0,-1,0,0,-1,"g5034"
"g5035",0,-1,0,1,0,"g5035"
"g5036",1,-1,-1,0,-1,"g5036"
"g5037",0,-1,0,0,-1,"g5037"
"g5038",0,0,0,0,0,"g5038"
"g5039",0,0,0,0,0,"g5039"
"g5040",0,0,0,0,0,"g5040"
"g5041",0,0,0,0,0,"g5041"
"g5042",0,0,0,0,0,"g5042"
"g5043",0,0,0,0,0,"g5043"
"g5044",0,0,0,0,0,"g5044"
"g5045",0,0,0,0,0,"g5045"
"g5046",0,0,0,0,0,"g5046"
"g5047",0,0,0,0,0,"g5047"
"g5048",0,0,0,0,0,"g5048"
"g5049",0,0,0,0,0,"g5049"
"g5050",0,0,0,0,0,"g5050"
"g5051",0,0,0,0,0,"g5051"
"g5052",0,0,0,0,0,"g5052"
"g5053",0,0,0,0,0,"g5053"
"g5054",0,0,0,0,0,"g5054"
"g5055",0,0,0,0,0,"g5055"
"g5056",0,0,0,0,0,"g5056"
"g5057",0,1,0,0,1,"g5057"
"g5058",0,0,0,0,0,"g5058"
"g5059",0,1,1,0,1,"g5059"
"g506",0,-1,0,1,0,"g506"
"g5060",0,0,0,0,0,"g5060"
"g5061",0,0,0,0,0,"g5061"
"g5062",0,0,0,0,0,"g5062"
"g5063",0,-1,0,0,-1,"g5063"
"g5064",0,-1,0,0,-1,"g5064"
"g5065",0,0,0,0,0,"g5065"
"g5066",0,0,0,0,0,"g5066"
"g5067",0,0,0,0,0,"g5067"
"g5068",0,0,0,0,0,"g5068"
"g5069",0,0,0,0,0,"g5069"
"g507",1,-1,1,1,0,"g507"
"g5070",0,0,0,0,0,"g5070"
"g5071",0,0,0,0,0,"g5071"
"g5072",0,1,0,0,0,"g5072"
"g5073",0,0,0,0,0,"g5073"
"g5074",0,0,0,0,0,"g5074"
"g5075",0,0,0,0,0,"g5075"
"g5076",0,0,0,0,0,"g5076"
"g5077",0,0,0,0,0,"g5077"
"g5078",0,0,0,0,0,"g5078"
"g5079",0,0,0,0,0,"g5079"
"g508",0,0,0,0,0,"g508"
"g5080",0,0,0,0,0,"g5080"
"g5081",0,0,0,0,0,"g5081"
"g5082",0,0,0,0,0,"g5082"
"g5083",0,-1,-1,0,-1,"g5083"
"g5084",0,0,0,0,0,"g5084"
"g5085",0,0,0,0,0,"g5085"
"g5086",0,0,0,0,0,"g5086"
"g5087",0,0,1,0,0,"g5087"
"g5088",0,0,0,0,0,"g5088"
"g509",0,0,0,0,0,"g509"
"g5090",0,0,1,0,1,"g5090"
"g5091",0,0,0,0,0,"g5091"
"g5092",0,0,0,0,0,"g5092"
"g5093",0,0,0,0,0,"g5093"
"g5094",0,0,0,0,0,"g5094"
"g5095",0,0,0,0,0,"g5095"
"g5096",0,1,1,0,1,"g5096"
"g5097",0,0,0,0,0,"g5097"
"g5098",0,0,0,0,0,"g5098"
"g5099",0,0,0,0,0,"g5099"
"g5100",0,0,0,0,0,"g5100"
"g5101",0,0,0,0,0,"g5101"
"g5102",0,0,0,0,0,"g5102"
"g5103",0,0,0,0,0,"g5103"
"g5104",0,0,0,0,0,"g5104"
"g5105",0,0,0,0,0,"g5105"
"g5106",0,0,0,0,0,"g5106"
"g5107",0,0,0,0,0,"g5107"
"g5109",0,1,0,0,0,"g5109"
"g5110",0,0,0,0,0,"g5110"
"g5113",0,0,0,0,0,"g5113"
"g5114",0,0,1,0,1,"g5114"
"g5115",0,0,0,0,0,"g5115"
"g5116",0,0,0,0,0,"g5116"
"g5118",0,0,0,0,0,"g5118"
"g5119",0,0,0,0,1,"g5119"
"g5120",0,0,0,0,0,"g5120"
"g5121",0,0,0,0,0,"g5121"
"g5122",0,0,0,0,-1,"g5122"
"g5124",0,-1,-1,0,-1,"g5124"
"g5125",0,-1,-1,0,-1,"g5125"
"g513",0,0,0,0,0,"g513"
"g5130",0,0,0,0,0,"g5130"
"g5131",0,1,1,0,1,"g5131"
"g5132",0,0,0,0,0,"g5132"
"g5133",0,0,0,0,0,"g5133"
"g5134",0,-1,-1,0,-1,"g5134"
"g5135",0,-1,-1,0,-1,"g5135"
"g5137",0,0,0,0,0,"g5137"
"g5138",0,0,0,0,0,"g5138"
"g5139",0,0,0,0,0,"g5139"
"g514",0,1,0,0,0,"g514"
"g5140",0,-1,-1,0,-1,"g5140"
"g5141",0,-1,0,0,-1,"g5141"
"g5142",0,-1,-1,0,-1,"g5142"
"g5143",0,0,0,0,0,"g5143"
"g5144",0,-1,-1,0,-1,"g5144"
"g5145",0,-1,-1,0,-1,"g5145"
"g5146",0,-1,-1,0,-1,"g5146"
"g5147",0,0,0,0,0,"g5147"
"g5148",0,0,0,0,0,"g5148"
"g5153",0,1,1,0,1,"g5153"
"g5156",0,0,0,0,0,"g5156"
"g5157",0,0,0,0,0,"g5157"
"g5158",0,0,0,0,0,"g5158"
"g5159",0,-1,0,0,-1,"g5159"
"g5160",0,-1,-1,0,-1,"g5160"
"g5161",0,0,0,0,0,"g5161"
"g5162",0,0,0,0,0,"g5162"
"g5163",0,0,0,0,0,"g5163"
"g5164",0,0,-1,0,-1,"g5164"
"g5165",0,0,0,0,-1,"g5165"
"g5166",0,0,0,0,0,"g5166"
"g5167",0,1,0,0,0,"g5167"
"g5168",0,1,0,-1,0,"g5168"
"g5170",0,0,0,0,0,"g5170"
"g5173",0,0,0,0,0,"g5173"
"g5177",0,0,0,0,0,"g5177"
"g5178",0,0,0,0,0,"g5178"
"g5179",0,0,0,0,0,"g5179"
"g518",0,0,0,0,0,"g518"
"g5180",0,0,0,0,0,"g5180"
"g5181",1,1,1,0,0,"g5181"
"g5182",0,0,0,0,0,"g5182"
"g5183",0,-1,-1,0,-1,"g5183"
"g5184",0,0,0,0,0,"g5184"
"g5185",0,0,0,0,0,"g5185"
"g5187",0,0,0,0,0,"g5187"
"g5188",0,0,0,0,0,"g5188"
"g5189",0,0,0,0,0,"g5189"
"g519",0,0,0,0,0,"g519"
"g5190",0,0,0,0,0,"g5190"
"g5191",0,0,0,0,0,"g5191"
"g5192",0,0,0,0,0,"g5192"
"g5193",0,0,0,0,0,"g5193"
"g5194",0,1,1,0,1,"g5194"
"g5195",0,0,0,0,0,"g5195"
"g5196",0,0,0,0,0,"g5196"
"g5197",0,0,1,0,0,"g5197"
"g5198",0,1,1,0,1,"g5198"
"g52",0,0,0,0,0,"g52"
"g5200",0,0,0,0,0,"g5200"
"g5201",0,0,0,0,0,"g5201"
"g5202",0,0,0,0,0,"g5202"
"g5203",0,0,0,0,0,"g5203"
"g5204",0,0,0,0,0,"g5204"
"g5205",0,0,0,0,0,"g5205"
"g5206",0,0,0,0,0,"g5206"
"g5209",0,0,0,0,0,"g5209"
"g5210",0,-1,-1,0,-1,"g5210"
"g5211",0,-1,-1,0,-1,"g5211"
"g5212",0,0,0,0,0,"g5212"
"g5213",0,0,0,0,0,"g5213"
"g5214",0,0,0,0,0,"g5214"
"g5215",0,0,0,0,0,"g5215"
"g5216",0,1,1,0,1,"g5216"
"g5217",0,0,0,0,0,"g5217"
"g5218",0,0,0,0,0,"g5218"
"g5219",0,0,1,0,1,"g5219"
"g522",0,0,-1,0,-1,"g522"
"g5220",0,0,0,0,0,"g5220"
"g5221",0,0,0,0,0,"g5221"
"g5222",0,0,0,0,0,"g5222"
"g5223",0,0,0,0,0,"g5223"
"g5224",0,0,0,0,0,"g5224"
"g5225",0,0,0,0,0,"g5225"
"g5226",0,-1,-1,0,-1,"g5226"
"g5227",0,-1,-1,0,-1,"g5227"
"g5228",0,0,0,0,0,"g5228"
"g5229",0,0,0,0,0,"g5229"
"g523",0,0,0,0,0,"g523"
"g5230",0,0,-1,0,-1,"g5230"
"g5231",0,0,0,0,0,"g5231"
"g5232",1,0,1,1,0,"g5232"
"g5233",0,0,0,0,1,"g5233"
"g5234",0,-1,-1,0,-1,"g5234"
"g5235",0,0,0,0,0,"g5235"
"g5236",0,0,0,0,0,"g5236"
"g5237",0,0,0,0,0,"g5237"
"g5238",0,0,0,0,0,"g5238"
"g5239",0,-1,-1,0,-1,"g5239"
"g524",0,0,0,0,0,"g524"
"g5240",0,0,-1,0,-1,"g5240"
"g5241",0,0,0,0,0,"g5241"
"g5245",0,0,0,0,0,"g5245"
"g5246",0,0,0,0,0,"g5246"
"g5248",-1,-1,-1,0,0,"g5248"
"g5249",0,0,0,0,0,"g5249"
"g525",0,0,0,0,0,"g525"
"g5250",0,0,0,0,0,"g5250"
"g5251",0,0,0,0,0,"g5251"
"g5252",0,0,0,0,0,"g5252"
"g5253",0,0,0,0,1,"g5253"
"g5254",0,0,0,0,0,"g5254"
"g5255",0,0,0,0,0,"g5255"
"g5256",0,0,0,0,0,"g5256"
"g5257",0,0,0,0,0,"g5257"
"g5258",0,0,0,0,0,"g5258"
"g5259",0,0,0,0,0,"g5259"
"g526",0,0,0,0,0,"g526"
"g5260",0,0,0,0,0,"g5260"
"g5261",0,-1,0,0,-1,"g5261"
"g5262",0,0,0,0,0,"g5262"
"g5263",0,0,0,0,0,"g5263"
"g5264",0,0,0,0,0,"g5264"
"g5265",0,0,0,0,0,"g5265"
"g5266",0,0,0,0,0,"g5266"
"g5267",0,-1,-1,0,-1,"g5267"
"g5268",0,-1,-1,0,-1,"g5268"
"g5269",0,0,0,0,0,"g5269"
"g5270",0,0,0,0,0,"g5270"
"g5271",0,0,0,0,0,"g5271"
"g5272",0,0,0,0,0,"g5272"
"g5273",0,0,0,0,0,"g5273"
"g5274",0,0,0,0,0,"g5274"
"g5275",0,0,0,0,0,"g5275"
"g5276",0,0,0,0,0,"g5276"
"g5277",0,1,1,0,1,"g5277"
"g5278",0,0,0,0,0,"g5278"
"g5279",0,0,0,0,1,"g5279"
"g5280",0,0,0,0,0,"g5280"
"g5281",0,0,0,0,0,"g5281"
"g5282",0,0,0,0,0,"g5282"
"g5283",0,0,0,0,0,"g5283"
"g5284",0,0,0,0,0,"g5284"
"g5286",0,0,-1,0,-1,"g5286"
"g5287",0,-1,-1,0,-1,"g5287"
"g5288",0,-1,-1,0,-1,"g5288"
"g5289",0,-1,-1,0,-1,"g5289"
"g529",0,0,0,0,0,"g529"
"g5294",0,-1,-1,0,-1,"g5294"
"g5295",0,-1,0,0,-1,"g5295"
"g53",0,0,0,0,0,"g53"
"g5306",0,0,0,0,0,"g5306"
"g5309",0,1,1,0,1,"g5309"
"g531",0,0,0,0,0,"g531"
"g5310",0,0,0,0,0,"g5310"
"g5311",0,1,1,0,0,"g5311"
"g5312",1,1,1,0,1,"g5312"
"g5316",0,1,1,0,1,"g5316"
"g5323",0,0,0,0,0,"g5323"
"g5324",0,-1,0,1,-1,"g5324"
"g5326",0,0,0,0,0,"g5326"
"g533",0,0,0,0,0,"g533"
"g5331",0,1,1,0,1,"g5331"
"g5336",0,0,0,0,0,"g5336"
"g5337",0,1,1,0,1,"g5337"
"g5338",0,0,0,0,0,"g5338"
"g5339",0,0,0,0,0,"g5339"
"g534",0,0,-1,0,-1,"g534"
"g5340",0,0,0,0,0,"g5340"
"g5341",0,0,0,0,-1,"g5341"
"g5342",0,0,0,0,0,"g5342"
"g5343",0,0,0,0,0,"g5343"
"g5344",0,0,0,0,0,"g5344"
"g5345",0,0,0,0,0,"g5345"
"g5346",0,0,0,0,0,"g5346"
"g5347",0,0,0,0,0,"g5347"
"g5348",0,0,0,0,0,"g5348"
"g5349",0,0,0,0,0,"g5349"
"g535",0,0,-1,0,-1,"g535"
"g5350",0,0,0,0,0,"g5350"
"g5351",0,0,0,0,0,"g5351"
"g5353",0,0,0,0,0,"g5353"
"g5359",0,0,0,0,0,"g5359"
"g536",0,0,0,0,0,"g536"
"g5361",0,0,0,0,0,"g5361"
"g5365",0,0,0,0,0,"g5365"
"g5368",0,0,0,0,0,"g5368"
"g5369",0,0,-1,0,0,"g5369"
"g537",0,-1,0,0,0,"g537"
"g5375",0,-1,0,0,-1,"g5375"
"g5376",0,-1,0,0,-1,"g5376"
"g5377",0,0,0,0,0,"g5377"
"g5378",0,1,1,0,1,"g5378"
"g5379",0,-1,-1,0,-1,"g5379"
"g538",0,-1,0,0,0,"g538"
"g5380",0,0,0,0,0,"g5380"
"g5385",0,0,0,0,0,"g5385"
"g539",0,0,0,0,0,"g539"
"g5390",0,1,1,0,1,"g5390"
"g5391",0,0,0,0,0,"g5391"
"g5396",0,0,0,0,1,"g5396"
"g5397",0,0,0,0,0,"g5397"
"g5398",0,1,1,0,1,"g5398"
"g54",0,0,0,0,0,"g54"
"g540",0,0,0,0,0,"g540"
"g5400",0,0,0,0,0,"g5400"
"g5402",0,0,0,0,0,"g5402"
"g5403",0,0,0,0,0,"g5403"
"g5404",0,0,0,0,0,"g5404"
"g5405",0,0,0,0,0,"g5405"
"g5406",0,-1,-1,0,-1,"g5406"
"g5407",0,0,0,0,0,"g5407"
"g5408",0,0,0,0,0,"g5408"
"g5409",0,0,0,0,0,"g5409"
"g5410",0,0,0,0,0,"g5410"
"g5412",0,-1,-1,0,-1,"g5412"
"g5413",0,0,0,0,0,"g5413"
"g5414",0,0,0,0,0,"g5414"
"g5415",0,-1,0,0,0,"g5415"
"g5416",0,0,0,0,0,"g5416"
"g5417",0,-1,-1,0,-1,"g5417"
"g5418",0,0,0,0,0,"g5418"
"g5419",0,0,0,0,0,"g5419"
"g542",0,0,-1,0,-1,"g542"
"g5420",0,0,0,0,0,"g5420"
"g5421",0,1,1,0,1,"g5421"
"g5422",0,0,0,0,0,"g5422"
"g5423",0,0,0,0,0,"g5423"
"g5424",0,-1,-1,0,-1,"g5424"
"g5425",0,0,0,0,1,"g5425"
"g5426",0,0,0,0,0,"g5426"
"g5427",0,0,0,0,0,"g5427"
"g5428",0,0,1,0,1,"g5428"
"g5429",0,0,0,0,0,"g5429"
"g5430",0,0,0,0,0,"g5430"
"g5431",0,0,0,0,0,"g5431"
"g5433",0,0,0,0,0,"g5433"
"g5435",0,0,0,0,0,"g5435"
"g5436",0,0,0,0,0,"g5436"
"g5437",0,0,0,0,0,"g5437"
"g5438",0,-1,-1,0,-1,"g5438"
"g5439",0,-1,-1,0,-1,"g5439"
"g544",0,0,0,0,0,"g544"
"g5440",0,0,0,0,-1,"g5440"
"g5442",0,0,0,0,-1,"g5442"
"g5443",0,0,0,0,0,"g5443"
"g5444",0,0,0,0,0,"g5444"
"g5445",0,0,0,0,0,"g5445"
"g5446",0,0,0,0,0,"g5446"
"g5447",0,0,0,0,0,"g5447"
"g5448",0,0,0,0,0,"g5448"
"g5449",0,1,1,0,1,"g5449"
"g545",0,0,0,0,0,"g545"
"g5452",0,0,0,0,0,"g5452"
"g5453",0,0,0,0,0,"g5453"
"g5455",0,0,0,0,0,"g5455"
"g5457",0,0,0,0,0,"g5457"
"g5458",0,0,1,0,1,"g5458"
"g5459",0,0,0,0,0,"g5459"
"g546",0,0,0,0,0,"g546"
"g5460",0,0,0,0,0,"g5460"
"g5461",0,0,0,0,0,"g5461"
"g5462",0,-1,-1,0,-1,"g5462"
"g5463",0,0,0,0,0,"g5463"
"g5464",0,0,1,0,0,"g5464"
"g5465",0,0,0,0,0,"g5465"
"g5466",0,0,0,0,0,"g5466"
"g5467",0,0,0,0,0,"g5467"
"g5468",0,0,0,0,0,"g5468"
"g5469",0,0,0,0,0,"g5469"
"g547",0,0,0,0,0,"g547"
"g5470",0,0,0,0,0,"g5470"
"g5472",0,0,0,0,0,"g5472"
"g5474",0,0,0,0,0,"g5474"
"g5476",0,0,0,0,0,"g5476"
"g5477",0,0,0,0,0,"g5477"
"g5478",0,0,0,0,0,"g5478"
"g5479",0,0,0,0,0,"g5479"
"g548",0,0,0,0,0,"g548"
"g5480",0,0,0,0,0,"g5480"
"g5481",0,0,0,0,0,"g5481"
"g5482",0,0,0,0,0,"g5482"
"g5483",0,0,0,0,0,"g5483"
"g5484",0,0,0,0,0,"g5484"
"g5485",0,0,0,0,0,"g5485"
"g5486",0,0,0,0,0,"g5486"
"g5487",0,0,0,0,0,"g5487"
"g5488",0,0,0,0,0,"g5488"
"g5489",0,0,0,0,0,"g5489"
"g549",0,1,1,0,1,"g549"
"g5490",0,0,0,0,0,"g5490"
"g5491",0,0,0,0,0,"g5491"
"g5492",0,1,1,0,1,"g5492"
"g5493",0,1,0,0,1,"g5493"
"g5494",0,0,0,0,0,"g5494"
"g5495",0,0,0,0,0,"g5495"
"g5496",0,0,0,0,0,"g5496"
"g5497",0,-1,-1,0,-1,"g5497"
"g5498",0,0,0,0,0,"g5498"
"g5499",0,0,0,0,0,"g5499"
"g55",0,0,0,0,0,"g55"
"g550",0,0,0,0,0,"g550"
"g5500",0,0,0,0,-1,"g5500"
"g5501",0,1,1,0,1,"g5501"
"g5502",0,0,0,0,0,"g5502"
"g5503",0,0,0,0,0,"g5503"
"g5504",0,0,0,0,0,"g5504"
"g5505",0,0,0,0,0,"g5505"
"g5506",0,0,0,0,0,"g5506"
"g5507",0,-1,-1,0,-1,"g5507"
"g5508",0,0,0,0,0,"g5508"
"g551",0,0,0,0,0,"g551"
"g5511",0,0,0,0,0,"g5511"
"g5512",0,0,0,0,0,"g5512"
"g5513",0,0,0,0,0,"g5513"
"g5514",0,0,0,0,0,"g5514"
"g5515",0,0,0,0,0,"g5515"
"g5516",0,0,0,0,0,"g5516"
"g5517",0,0,0,0,0,"g5517"
"g5518",0,-1,-1,0,-1,"g5518"
"g5519",0,0,-1,0,-1,"g5519"
"g552",0,0,1,0,1,"g552"
"g5520",0,0,0,0,0,"g5520"
"g5521",0,1,1,0,1,"g5521"
"g5522",0,0,0,0,0,"g5522"
"g5524",0,0,0,0,0,"g5524"
"g5525",0,0,0,0,0,"g5525"
"g5528",0,0,0,0,0,"g5528"
"g553",0,0,0,0,0,"g553"
"g5530",0,0,0,0,0,"g5530"
"g5531",0,0,0,0,0,"g5531"
"g5532",0,1,1,0,1,"g5532"
"g5533",0,0,0,0,0,"g5533"
"g5535",0,0,0,0,0,"g5535"
"g5536",0,1,1,0,0,"g5536"
"g5537",0,0,1,0,0,"g5537"
"g5538",0,0,0,0,0,"g5538"
"g554",0,0,0,0,0,"g554"
"g5540",0,0,0,0,0,"g5540"
"g5541",0,0,0,0,0,"g5541"
"g5542",0,0,0,0,0,"g5542"
"g5543",0,0,0,0,0,"g5543"
"g5544",0,0,0,0,0,"g5544"
"g5545",0,0,0,0,0,"g5545"
"g5546",0,0,0,0,0,"g5546"
"g5547",0,0,0,0,0,"g5547"
"g5548",0,0,0,0,0,"g5548"
"g5549",0,0,1,0,1,"g5549"
"g555",0,0,0,0,0,"g555"
"g5550",0,1,1,0,1,"g5550"
"g5551",0,0,0,0,0,"g5551"
"g5552",0,0,0,0,0,"g5552"
"g5555",1,1,1,0,0,"g5555"
"g5557",0,0,0,0,0,"g5557"
"g5558",0,-1,0,0,0,"g5558"
"g5559",0,0,0,0,0,"g5559"
"g556",0,0,0,0,0,"g556"
"g5560",0,0,-1,0,-1,"g5560"
"g5561",0,-1,0,0,-1,"g5561"
"g5562",0,0,0,0,0,"g5562"
"g5563",0,0,-1,0,-1,"g5563"
"g5564",0,0,-1,0,-1,"g5564"
"g5565",0,0,0,0,0,"g5565"
"g5566",0,0,0,0,0,"g5566"
"g5567",0,0,0,0,0,"g5567"
"g5568",0,0,0,0,0,"g5568"
"g5569",0,0,0,0,0,"g5569"
"g557",0,0,0,0,0,"g557"
"g5571",0,0,0,0,0,"g5571"
"g5572",0,0,0,0,0,"g5572"
"g5573",0,0,0,0,0,"g5573"
"g5574",0,0,-1,0,-1,"g5574"
"g5577",0,1,1,0,0,"g5577"
"g5578",0,0,0,0,0,"g5578"
"g5579",0,-1,-1,0,-1,"g5579"
"g558",0,0,0,0,0,"g558"
"g5580",0,0,1,0,0,"g5580"
"g5581",0,0,0,0,0,"g5581"
"g5582",1,0,1,1,0,"g5582"
"g5583",0,0,0,0,0,"g5583"
"g5589",0,0,0,0,0,"g5589"
"g559",0,0,0,0,0,"g559"
"g5590",0,0,0,0,1,"g5590"
"g5591",0,1,1,0,1,"g5591"
"g5592",0,1,1,0,1,"g5592"
"g5593",0,0,0,0,0,"g5593"
"g5594",0,0,0,0,0,"g5594"
"g5595",0,0,0,0,0,"g5595"
"g5596",0,0,0,0,0,"g5596"
"g5597",0,0,0,0,0,"g5597"
"g5598",0,0,0,0,0,"g5598"
"g5599",0,0,0,0,0,"g5599"
"g56",0,0,0,0,0,"g56"
"g560",0,0,0,0,0,"g560"
"g5600",0,0,0,0,0,"g5600"
"g5601",0,0,0,0,0,"g5601"
"g5603",0,0,0,0,0,"g5603"
"g5604",0,-1,-1,0,-1,"g5604"
"g5607",0,0,0,0,0,"g5607"
"g5609",0,0,0,0,0,"g5609"
"g5610",0,0,0,0,0,"g5610"
"g5613",0,0,0,0,0,"g5613"
"g5615",0,0,0,0,0,"g5615"
"g5616",0,0,0,0,0,"g5616"
"g5617",0,0,0,0,0,"g5617"
"g5618",0,0,0,0,0,"g5618"
"g5622",0,0,0,0,0,"g5622"
"g5623",0,0,0,0,0,"g5623"
"g5624",0,1,1,0,1,"g5624"
"g5625",0,0,0,0,0,"g5625"
"g5626",0,0,0,0,0,"g5626"
"g5627",0,0,0,0,0,"g5627"
"g5628",0,0,0,0,0,"g5628"
"g5629",0,0,0,0,0,"g5629"
"g5630",0,0,0,0,0,"g5630"
"g5631",0,0,0,0,0,"g5631"
"g5632",0,0,0,0,0,"g5632"
"g5633",0,1,1,0,1,"g5633"
"g5634",0,0,0,0,0,"g5634"
"g5635",0,0,0,0,0,"g5635"
"g5636",0,0,0,0,0,"g5636"
"g5637",0,0,0,0,0,"g5637"
"g5638",0,0,0,0,0,"g5638"
"g5639",0,0,0,0,0,"g5639"
"g5640",0,0,0,0,0,"g5640"
"g5641",0,0,0,0,0,"g5641"
"g5642",0,0,0,0,0,"g5642"
"g5643",0,0,0,0,0,"g5643"
"g5644",0,0,0,0,0,"g5644"
"g5645",0,0,0,0,0,"g5645"
"g5646",0,0,0,0,0,"g5646"
"g5647",0,0,0,0,0,"g5647"
"g5648",0,0,0,0,0,"g5648"
"g5649",0,0,0,0,0,"g5649"
"g5651",0,0,0,0,0,"g5651"
"g5652",0,-1,-1,0,-1,"g5652"
"g5653",1,1,1,0,0,"g5653"
"g5654",0,-1,-1,0,-1,"g5654"
"g5655",0,0,0,0,0,"g5655"
"g5656",0,0,0,0,0,"g5656"
"g5657",0,0,0,0,0,"g5657"
"g5658",0,0,0,0,0,"g5658"
"g5659",0,0,0,0,0,"g5659"
"g566",0,0,0,0,0,"g566"
"g5660",0,0,0,0,0,"g5660"
"g5661",0,0,0,0,0,"g5661"
"g5662",0,0,0,0,0,"g5662"
"g5663",0,0,0,0,0,"g5663"
"g5664",0,0,0,0,0,"g5664"
"g5665",0,0,0,0,0,"g5665"
"g5666",0,0,0,0,1,"g5666"
"g5667",0,0,0,0,0,"g5667"
"g5668",0,0,0,0,-1,"g5668"
"g5669",0,0,0,0,1,"g5669"
"g567",0,0,0,0,0,"g567"
"g5670",0,0,0,0,0,"g5670"
"g5671",1,1,1,0,0,"g5671"
"g5672",0,1,0,0,0,"g5672"
"g5673",0,0,0,0,-1,"g5673"
"g5674",0,-1,0,0,-1,"g5674"
"g5675",0,-1,-1,0,-1,"g5675"
"g5676",0,-1,0,0,-1,"g5676"
"g5677",0,-1,-1,0,-1,"g5677"
"g5678",0,-1,-1,0,-1,"g5678"
"g5679",0,-1,-1,0,-1,"g5679"
"g568",0,1,1,0,1,"g568"
"g5680",0,-1,-1,0,-1,"g5680"
"g5681",0,0,0,0,0,"g5681"
"g5682",0,0,0,0,0,"g5682"
"g5683",0,0,0,0,0,"g5683"
"g5684",0,0,0,0,0,"g5684"
"g5685",0,0,0,0,-1,"g5685"
"g5687",0,0,0,0,0,"g5687"
"g5688",0,0,0,0,0,"g5688"
"g5689",0,0,0,0,0,"g5689"
"g569",0,0,0,0,0,"g569"
"g5690",0,0,0,0,0,"g5690"
"g5691",0,-1,-1,0,0,"g5691"
"g5692",0,0,0,0,0,"g5692"
"g5693",0,0,0,0,0,"g5693"
"g5694",0,0,0,0,0,"g5694"
"g5695",0,0,1,0,1,"g5695"
"g5698",0,0,0,0,0,"g5698"
"g5699",0,0,0,0,0,"g5699"
"g57",0,0,0,0,0,"g57"
"g570",0,0,0,0,0,"g570"
"g5700",0,0,0,0,0,"g5700"
"g5701",0,0,0,0,0,"g5701"
"g5702",0,0,0,0,0,"g5702"
"g5703",0,0,0,0,0,"g5703"
"g5704",0,-1,0,0,-1,"g5704"
"g5705",0,-1,-1,0,-1,"g5705"
"g5706",0,-1,-1,0,-1,"g5706"
"g5707",0,-1,-1,0,-1,"g5707"
"g5708",0,0,0,0,0,"g5708"
"g5709",0,0,0,0,0,"g5709"
"g571",0,0,0,0,0,"g571"
"g5710",0,0,0,0,0,"g5710"
"g5711",0,0,0,0,0,"g5711"
"g5712",0,0,0,0,0,"g5712"
"g5713",0,0,0,0,0,"g5713"
"g5714",0,0,0,0,0,"g5714"
"g5715",0,-1,-1,0,-1,"g5715"
"g5716",0,-1,-1,0,-1,"g5716"
"g5717",0,0,-1,0,-1,"g5717"
"g5718",0,0,0,0,0,"g5718"
"g5719",0,0,0,0,0,"g5719"
"g5720",0,-1,-1,0,-1,"g5720"
"g5721",0,-1,-1,0,-1,"g5721"
"g5722",0,-1,-1,0,-1,"g5722"
"g5723",0,-1,-1,0,-1,"g5723"
"g5724",0,0,0,0,0,"g5724"
"g5725",0,-1,-1,0,-1,"g5725"
"g5726",0,0,0,0,0,"g5726"
"g5727",0,0,0,0,0,"g5727"
"g5728",0,0,0,0,0,"g5728"
"g5729",0,0,0,0,0,"g5729"
"g5730",0,0,0,0,0,"g5730"
"g5732",0,0,0,0,0,"g5732"
"g5733",0,0,0,0,0,"g5733"
"g5734",0,0,0,0,0,"g5734"
"g5735",0,0,0,0,0,"g5735"
"g5736",0,0,0,0,0,"g5736"
"g5737",0,0,0,0,0,"g5737"
"g5738",0,0,0,0,0,"g5738"
"g5739",0,0,0,0,0,"g5739"
"g5740",0,0,0,0,0,"g5740"
"g5741",0,1,1,0,0,"g5741"
"g5744",0,0,0,0,0,"g5744"
"g5745",0,0,0,0,0,"g5745"
"g5746",0,0,0,0,0,"g5746"
"g5747",0,0,0,0,0,"g5747"
"g5748",0,0,0,0,0,"g5748"
"g575",0,0,0,0,0,"g575"
"g5750",0,0,0,0,0,"g5750"
"g5752",0,0,0,0,0,"g5752"
"g5753",0,0,0,0,0,"g5753"
"g5754",0,0,0,0,0,"g5754"
"g5755",0,-1,-1,0,-1,"g5755"
"g5756",0,0,0,0,0,"g5756"
"g5757",0,0,0,0,0,"g5757"
"g5758",0,-1,-1,0,-1,"g5758"
"g5759",0,-1,-1,0,-1,"g5759"
"g576",0,0,0,0,0,"g576"
"g5760",0,-1,0,0,-1,"g5760"
"g5762",0,0,0,0,0,"g5762"
"g5763",0,0,0,0,0,"g5763"
"g5764",0,0,0,0,0,"g5764"
"g5765",0,0,0,0,0,"g5765"
"g5766",0,0,0,0,0,"g5766"
"g5767",0,0,0,0,0,"g5767"
"g5768",0,0,0,0,0,"g5768"
"g5769",0,0,0,0,0,"g5769"
"g577",0,0,0,0,0,"g577"
"g5771",0,0,0,0,0,"g5771"
"g5772",0,0,0,0,0,"g5772"
